,,,"Haliburton, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","              Pashto",,       0,,       0,,       0,,   10950,,    5630,,    5315,
"Mother tongue","              Persian (Farsi)",,       5,,       0,,       0,,  122070,,   61025,,   61040,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,       0,,       0,,       0,,    2565,,    1350,,    1215,
"Mother tongue","          Italic (Romance) languages",,     130,,      70,,      55,,  614525,,  295030,,  319490,
"Mother tongue","            Catalan",,       0,,       0,,       0,,     285,,     150,,     135,
"Mother tongue","            Italian",,      70,,      45,,      25,,  231040,,  112440,,  118600,
"Mother tongue","            Portuguese",,      25,,      10,,      10,,  150000,,   72280,,   77715,
"Mother tongue","            Romanian",,       5,,       5,,       5,,   41755,,   19565,,   22190,
"Mother tongue","            Spanish",,      30,,      10,,      15,,  191025,,   90390,,  100630,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,     420,,     200,,     215,
"Mother tongue","        Japanese",,       5,,       0,,       5,,   13260,,    4590,,    8670,
"Mother tongue","        Kartvelian languages",,       0,,       0,,       0,,    1200,,     635,,     565,
"Mother tongue","          Georgian",,       0,,       0,,       0,,    1200,,     635,,     565,
"Mother tongue","        Korean",,      25,,      10,,      15,,   69775,,   32035,,   37740,
"Mother tongue","        Mongolic languages",,       0,,       0,,       0,,     405,,     180,,     220,
"Mother tongue","          Mongolian",,       0,,       0,,       0,,     405,,     180,,     225,
"Mother tongue","        Niger-Congo languages",,       0,,       0,,       0,,   35760,,   16705,,   19050,
"Mother tongue","          Akan (Twi)",,       0,,       0,,       0,,    9695,,    4510,,    5190,
"Mother tongue","          Bamanankan",,       0,,       0,,       0,,     140,,      60,,      80,
"Mother tongue","          Edo",,       0,,       0,,       0,,    1140,,     475,,     670,
"Mother tongue","          Ewe",,       0,,       0,,       0,,     560,,     270,,     295,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     365,,     180,,     185,
"Mother tongue","          Ga",,       0,,       0,,       0,,     600,,     275,,     325,
"Mother tongue","          Ganda",,       0,,       0,,       0,,     760,,     360,,     400,
"Mother tongue","          Igbo",,       0,,       0,,       0,,    2090,,    1080,,    1010,
"Mother tongue","          Lingala",,       0,,       0,,       0,,     850,,     365,,     485,
"Mother tongue","          Rundi (Kirundi)",,       0,,       0,,       0,,    1430,,     640,,     785,
"Mother tongue","          Kinyarwanda (Rwanda)",,       0,,       0,,       0,,    1330,,     545,,     785,
"Mother tongue","          Shona",,       0,,       0,,       0,,    1455,,     660,,     790,
"Mother tongue","          Swahili",,       0,,       0,,       0,,    5525,,    2540,,    2985,
"Mother tongue","          Wolof",,       0,,       0,,       0,,     290,,     145,,     150,
"Mother tongue","          Yoruba",,       0,,       0,,       0,,    4365,,    2260,,    2105,
"Mother tongue","          Niger-Congo languages; n.i.e.",,       0,,       0,,       0,,    5155,,    2345,,    2810,
"Mother tongue","        Nilo-Saharan languages",,       0,,       0,,       0,,    1610,,     810,,     800,
"Mother tongue","          Dinka",,       0,,       0,,       0,,     345,,     170,,     175,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,       0,,       0,,       0,,    1260,,     635,,     625,
"Mother tongue","        Sign languages",,       0,,       0,,       0,,    3030,,    1570,,    1455,
"Mother tongue","          American Sign Language",,       0,,       0,,       0,,    1305,,     640,,     670,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,      20,,      10,,      15,
"Mother tongue","          Sign languages; n.i.e",,       0,,       0,,       0,,    1700,,     925,,     780,
"Mother tongue","        Sino-Tibetan languages",,      20,,      10,,      10,,  611795,,  284865,,  326935,
"Mother tongue","          Chinese languages",,      20,,      10,,      10,,  602610,,  280340,,  322270,
"Mother tongue","            Cantonese",,      15,,       5,,      10,,  275315,,  128090,,  147220,
"Mother tongue","            Hakka",,       0,,       0,,       0,,    6985,,    3140,,    3840,
"Mother tongue","            Mandarin",,       5,,       0,,       0,,  283735,,  132275,,  151460,
"Mother tongue","            Min Dong",,       0,,       0,,       0,,     855,,     405,,     450,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,       0,,       0,,       0,,   13545,,    6240,,    7300,
"Mother tongue","            Wu (Shanghainese)",,       0,,       0,,       0,,    6300,,    2825,,    3470,
"Mother tongue","            Chinese; n.o.s.",,       5,,       0,,       5,,   15645,,    7235,,    8410,
"Mother tongue","            Chinese languages; n.i.e.",,       0,,       0,,       0,,     240,,     120,,     120,
"Mother tongue","          Tibeto-Burman languages",,       0,,       0,,       0,,    9185,,    4520,,    4660,
"Mother tongue","            Burmese",,       0,,       0,,       0,,    1640,,     775,,     865,
"Mother tongue","            Karenic languages",,       0,,       0,,       0,,    1730,,     865,,     860,
"Mother tongue","            Tibetan",,       0,,       0,,       0,,    5115,,    2530,,    2585,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,     700,,     345,,     350,
"Mother tongue","        Tai-Kadai languages",,       0,,       0,,       5,,    8485,,    3535,,    4945,
"Mother tongue","          Lao",,       0,,       0,,       0,,    5190,,    2480,,    2710,
"Mother tongue","          Thai",,       0,,       0,,       0,,    3270,,    1045,,    2220,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      25,,      10,,      15,
"Mother tongue","        Turkic languages",,       0,,       5,,       0,,   22615,,   11745,,   10870,
"Mother tongue","          Azerbaijani",,       0,,       0,,       0,,    1990,,    1070,,     920,
"Mother tongue","          Turkish",,       5,,       0,,       0,,   18415,,    9610,,    8810,
"Mother tongue","          Uyghur",,       0,,       0,,       0,,     515,,     255,,     260,
"Mother tongue","          Uzbek",,       0,,       0,,       0,,    1055,,     515,,     545,
"Mother tongue","          Turkic languages; n.i.e.",,       0,,       0,,       0,,     640,,     295,,     345,
"Mother tongue","        Uralic languages",,      85,,      35,,      50,,   50670,,   23095,,   27570,
"Mother tongue","          Estonian",,      15,,       5,,      10,,    4205,,    1810,,    2400,
"Mother tongue","          Finnish",,      40,,      20,,      25,,    9720,,    4140,,    5580,
"Mother tongue","          Hungarian",,      30,,      10,,      20,,   36740,,   17150,,   19590,
"Mother tongue","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,       0,,       0,,       0,,    1475,,     780,,     690,
"Mother tongue","  Multiple responses",,     100,,      40,,      60,,  365910,,  176250,,  189660,
"Mother tongue","    English and French",,      25,,      10,,      15,,   54045,,   25165,,   28880,
"Mother tongue","    English and non-official language",,      65,,      25,,      40,,  288285,,  140345,,  147940,
"Mother tongue","    French and non-official language",,       5,,       0,,       0,,   12565,,    5735,,    6830,
"Mother tongue","    English; French and non-official language",,       0,,       5,,       5,,   11010,,    5000,,    6005,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,   17905,,    9010,,    8895,,13312865,, 6503875,, 6808990,
"Language spoken most often at home","  Single responses",,   17700,,    8920,,    8785,,12522045,, 6123955,, 6398085,
"Language spoken most often at home","    Official languages",,   17490,,    8810,,    8685,,10605725,, 5214425,, 5391300,
"Language spoken most often at home","      English",,   17475,,    8810,,    8675,,10328680,, 5084885,, 5243800,
"Language spoken most often at home","      French",,      15,,       5,,      10,,  277045,,  129540,,  147500,
"Language spoken most often at home","    Non-official languages",,     210,,     105,,     105,, 1916315,,  909530,, 1006780,
"Language spoken most often at home","      Aboriginal languages",,       0,,       0,,       0,,    9210,,    4600,,    4610,
"Language spoken most often at home","        Algonquian languages",,       0,,       0,,       0,,    8685,,    4370,,    4320,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,       0,,       0,,       0,,    2370,,    1205,,    1165,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,      10,,      10,,       5,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,      20,,      10,,      15,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,     105,,      50,,      55,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","            Cree; n.o.s.",,       0,,       0,,       0,,    2220,,    1135,,    1085,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,    6305,,    3155,,    3145,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       0,,       0,,       0,,    3315,,    1695,,    1620,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,    2905,,    1420,,    1490,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,      75,,      40,,      35,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","          Northern Athabaskan languages",,       0,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
